year,unemployment_insurance_fund_id,unemployment_insurance_fund ,gender,age_range_year,days,amount_sek
2011,47,Fastighets,men,-24,6643.5,3001419.5
2011,47,Fastighets,women,-24,6322.5,2831002
2011,47,Fastighets,men,25-29,20835.5,11368020
2011,47,Fastighets,women,25-29,24943.5,12279856.5
2011,47,Fastighets,men,30-34,28582,16189051.5
2011,47,Fastighets,women,30-34,37289.5,18532352
2011,47,Fastighets,men,35-39,35971.5,20351688
2011,47,Fastighets,women,35-39,42626,22215458
2011,47,Fastighets,men,40-44,30623,17875580.5
2011,47,Fastighets,women,40-44,41979,22366840
2011,47,Fastighets,men,45-49,32326,19305680
2011,47,Fastighets,women,45-49,38224.5,21050294.5
2011,47,Fastighets,men,50-54,26198,15662349.5
2011,47,Fastighets,women,50-54,25496.5,13946590
2011,47,Fastighets,men,55-59,26613,15509605.5
2011,47,Fastighets,women,55-59,21698.5,11508488.5
2011,47,Fastighets,men,60+,28719,17284292
2011,47,Fastighets,women,60+,15417,8438602
2011,51,Kommunalarbetarnas,men,-24,55784.5,21938379.5
2011,51,Kommunalarbetarnas,women,-24,95618,40937401
2011,51,Kommunalarbetarnas,men,25-29,116108,59003033
2011,51,Kommunalarbetarnas,women,25-29,297132.5,148407448.5
2011,51,Kommunalarbetarnas,men,30-34,133738,72932231.5
2011,51,Kommunalarbetarnas,women,30-34,369111,195310251.5
2011,51,Kommunalarbetarnas,men,35-39,131456,73817427
2011,51,Kommunalarbetarnas,women,35-39,388054.5,208646393
2011,51,Kommunalarbetarnas,men,40-44,138180.5,78165121
2011,51,Kommunalarbetarnas,women,40-44,394568.5,215950133.5
2011,51,Kommunalarbetarnas,men,45-49,156351,89079694.5
2011,51,Kommunalarbetarnas,women,45-49,397460,220560078
2011,51,Kommunalarbetarnas,men,50-54,143226.5,81938891.5
2011,51,Kommunalarbetarnas,women,50-54,302438,170191945
2011,51,Kommunalarbetarnas,men,55-59,133309.5,77629994
2011,51,Kommunalarbetarnas,women,55-59,231604,131447001.5
2011,51,Kommunalarbetarnas,men,60+,121023.5,72076297.5
2011,51,Kommunalarbetarnas,women,60+,225846.5,127316268
2011,52,Journalisternas,men,-24,213.5,102196.5
2011,52,Journalisternas,women,-24,756,390942.5
2011,52,Journalisternas,men,25-29,2241,1195177
2011,52,Journalisternas,women,25-29,5589,2982811.5
2011,52,Journalisternas,men,30-34,3020,1819093
2011,52,Journalisternas,women,30-34,5768.5,3587897
2011,52,Journalisternas,men,35-39,4164.5,2660335.5
2011,52,Journalisternas,women,35-39,6567,4161293
2011,52,Journalisternas,men,40-44,3642.5,2272709
2011,52,Journalisternas,women,40-44,5892.5,3755400.5
2011,52,Journalisternas,men,45-49,3216,2134918
2011,52,Journalisternas,women,45-49,7201,4542598.5
2011,52,Journalisternas,men,50-54,2920,1849030
2011,52,Journalisternas,women,50-54,3481,2194113.5
2011,52,Journalisternas,men,55-59,3250,2027692.5
2011,52,Journalisternas,women,55-59,1661,943252
2011,52,Journalisternas,men,60+,6953,4353647
2011,52,Journalisternas,women,60+,4763,2967221
2011,53,Vision,men,-24,2894.5,1292597
2011,53,Vision,women,-24,4556.5,1971755.5
2011,53,Vision,men,25-29,7682,3888660.5
2011,53,Vision,women,25-29,15525.5,8600898
2011,53,Vision,men,30-34,10497.5,6204843
2011,53,Vision,women,30-34,22454.5,13188916.5
2011,53,Vision,men,35-39,13803,8528576
2011,53,Vision,women,35-39,33803,20727232.5
2011,53,Vision,men,40-44,13984.5,8400016.5
2011,53,Vision,women,40-44,42316.5,25108570.5
2011,53,Vision,men,45-49,23427.5,14915049
2011,53,Vision,women,45-49,48502,29591881
2011,53,Vision,men,50-54,22901,14172953
2011,53,Vision,women,50-54,48780.5,30293364
2011,53,Vision,men,55-59,24300,15230283
2011,53,Vision,women,55-59,49415,29489920
2011,53,Vision,men,60+,32112.5,20391752
2011,53,Vision,women,60+,69522.5,41548440
2011,55,Akademikernas,men,-24,2148.5,922896
2011,55,Akademikernas,women,-24,3995,1694306.5
2011,55,Akademikernas,men,25-29,45598.5,24558441.5
2011,55,Akademikernas,women,25-29,101266,54990145.5
2011,55,Akademikernas,men,30-34,110874,67275985
2011,55,Akademikernas,women,30-34,191517,116707156
2011,55,Akademikernas,men,35-39,113593.5,72678061
2011,55,Akademikernas,women,35-39,188340.5,119231848.5
2011,55,Akademikernas,men,40-44,112893,73357659
2011,55,Akademikernas,women,40-44,154814.5,98354064.5
2011,55,Akademikernas,men,45-49,113721.5,73930403
2011,55,Akademikernas,women,45-49,136421,86707632
2011,55,Akademikernas,men,50-54,96302,63128633.5
2011,55,Akademikernas,women,50-54,104880,67473695
2011,55,Akademikernas,men,55-59,99777.5,65196198.5
2011,55,Akademikernas,women,55-59,86088.5,55152882.5
2011,55,Akademikernas,men,60+,102931.5,66776803
2011,55,Akademikernas,women,60+,101444.5,64845666.5
2011,56,Småföretagarnas,men,-24,3878,1744007
2011,56,Småföretagarnas,women,-24,3127.5,1290528.5
2011,56,Småföretagarnas,men,25-29,20080,9581342
2011,56,Småföretagarnas,women,25-29,19646.5,8869492
2011,56,Småföretagarnas,men,30-34,42133.5,19395452
2011,56,Småföretagarnas,women,30-34,34962,15446408
2011,56,Småföretagarnas,men,35-39,55477.5,27094920
2011,56,Småföretagarnas,women,35-39,38510.5,17704179
2011,56,Småföretagarnas,men,40-44,71075.5,36776485.5
2011,56,Småföretagarnas,women,40-44,62788.5,29975723
2011,56,Småföretagarnas,men,45-49,80086.5,41136297.5
2011,56,Småföretagarnas,women,45-49,56098,27290003.5
2011,56,Småföretagarnas,men,50-54,66678,35352587.5
2011,56,Småföretagarnas,women,50-54,43460,22149454.5
2011,56,Småföretagarnas,men,55-59,62596.5,34632907.5
2011,56,Småföretagarnas,women,55-59,36779,18460858
2011,56,Småföretagarnas,men,60+,74853,42613736
2011,56,Småföretagarnas,women,60+,42463.5,21854116
2011,62,Sekos,men,-24,29160.5,14627850
2011,62,Sekos,women,-24,6583.5,3385229.5
2011,62,Sekos,men,25-29,44654,26570429.5
2011,62,Sekos,women,25-29,21045.5,11979228.5
2011,62,Sekos,men,30-34,45217,27855040.5
2011,62,Sekos,women,30-34,23681,13393045.5
2011,62,Sekos,men,35-39,42368.5,26712647
2011,62,Sekos,women,35-39,24668.5,15087477.5
2011,62,Sekos,men,40-44,43568,27955873.5
2011,62,Sekos,women,40-44,27728,16743239
2011,62,Sekos,men,45-49,53273,34288058
2011,62,Sekos,women,45-49,34941,21671081.5
2011,62,Sekos,men,50-54,56729,36905521.5
2011,62,Sekos,women,50-54,27709,17145871
2011,62,Sekos,men,55-59,61042,39975186.5
2011,62,Sekos,women,55-59,23762.5,14545016.5
2011,62,Sekos,men,60+,109201.5,71551219.5
2011,62,Sekos,women,60+,22534,13805955
2011,65,STs,men,-24,2275,1226473.5
2011,65,STs,women,-24,2127,1155164.5
2011,65,STs,men,25-29,5388,3055528
2011,65,STs,women,25-29,8692,4692229
2011,65,STs,men,30-34,6919,4202656.5
2011,65,STs,women,30-34,12223,7328587.5
2011,65,STs,men,35-39,9702,6074570.5
2011,65,STs,women,35-39,18920.5,11867717
2011,65,STs,men,40-44,11452,7396374
2011,65,STs,women,40-44,25083.5,15125511
2011,65,STs,men,45-49,11989.5,7612063.5
2011,65,STs,women,45-49,28777,18006700.5
2011,65,STs,men,50-54,14616,9527528.5
2011,65,STs,women,50-54,25677.5,15989366
2011,65,STs,men,55-59,17497,11262600.5
2011,65,STs,women,55-59,33790,20947440
2011,65,STs,men,60+,18550,11839969.5
2011,65,STs,women,60+,34728.5,21916682.5
2011,67,IF Metalls,men,-24,73335,35424953
2011,67,IF Metalls,women,-24,18942,9320910.5
2011,67,IF Metalls,men,25-29,184577.5,109081296
2011,67,IF Metalls,women,25-29,62773,36183398.5
2011,67,IF Metalls,men,30-34,197334,122118973.5
2011,67,IF Metalls,women,30-34,82178,49135577
2011,67,IF Metalls,men,35-39,189338,118238439.5
2011,67,IF Metalls,women,35-39,88518,53721968.5
2011,67,IF Metalls,men,40-44,213602.5,135675163.5
2011,67,IF Metalls,women,40-44,107703.5,65973288
2011,67,IF Metalls,men,45-49,225619,144138072
2011,67,IF Metalls,women,45-49,99380.5,61537914
2011,67,IF Metalls,men,50-54,199933.5,128066094
2011,67,IF Metalls,women,50-54,71359.5,44535318
2011,67,IF Metalls,men,55-59,178507,114815679.5
2011,67,IF Metalls,women,55-59,64193.5,40017948
2011,67,IF Metalls,men,60+,240827.5,155018213
2011,67,IF Metalls,women,60+,73164,45224895.5
2011,68,Lärarnas,men,-24,660.5,246139.5
2011,68,Lärarnas,women,-24,1288,544678.5
2011,68,Lärarnas,men,25-29,6055.5,3072095
2011,68,Lärarnas,women,25-29,20665.5,11358334
2011,68,Lärarnas,men,30-34,12240,7113125.5
2011,68,Lärarnas,women,30-34,38761,23112318.5
2011,68,Lärarnas,men,35-39,13000.5,7887396.5
2011,68,Lärarnas,women,35-39,42502.5,25461949
2011,68,Lärarnas,men,40-44,13518,8471745.5
2011,68,Lärarnas,women,40-44,39961.5,24194289.5
2011,68,Lärarnas,men,45-49,17053,10731997
2011,68,Lärarnas,women,45-49,44455.5,26908395
2011,68,Lärarnas,men,50-54,15901,10089364
2011,68,Lärarnas,women,50-54,37679.5,22927691
2011,68,Lärarnas,men,55-59,19039.5,12205082
2011,68,Lärarnas,women,55-59,37902,23214773.5
2011,68,Lärarnas,men,60+,27936.5,17616603
2011,68,Lärarnas,women,60+,51859.5,32256362.5
2011,69,Alfa,men,-24,108012.5,32660308
2011,69,Alfa,women,-24,86342.5,24522558.5
2011,69,Alfa,men,25-29,229958,83277694.5
2011,69,Alfa,women,25-29,207249,69615966.5
2011,69,Alfa,men,30-34,201033,77670052
2011,69,Alfa,women,30-34,167240,64146951
2011,69,Alfa,men,35-39,164732.5,62686592.5
2011,69,Alfa,women,35-39,127077,45917834
2011,69,Alfa,men,40-44,142371.5,54228664.5
2011,69,Alfa,women,40-44,98080,36370966.5
2011,69,Alfa,men,45-49,137717.5,51292973.5
2011,69,Alfa,women,45-49,99164.5,36428356.5
2011,69,Alfa,men,50-54,120452,45167474.5
2011,69,Alfa,women,50-54,69554,26249435.5
2011,69,Alfa,men,55-59,94589.5,38018981.5
2011,69,Alfa,women,55-59,51555.5,18771863
2011,69,Alfa,men,60+,81837.5,34679917
2011,69,Alfa,women,60+,34742.5,13829556.5
2011,70,Finans- och Försäkringsbranschens,men,-24,1234.5,559307
2011,70,Finans- och Försäkringsbranschens,women,-24,2036.5,1098185
2011,70,Finans- och Försäkringsbranschens,men,25-29,5406.5,3034920.1
2011,70,Finans- och Försäkringsbranschens,women,25-29,7163.5,3938488
2011,70,Finans- och Försäkringsbranschens,men,30-34,5685,3441077.5
2011,70,Finans- och Försäkringsbranschens,women,30-34,11757,7385349.5
2011,70,Finans- och Försäkringsbranschens,men,35-39,6814,4159157.5
2011,70,Finans- och Försäkringsbranschens,women,35-39,11235.5,7123670
2011,70,Finans- och Försäkringsbranschens,men,40-44,6022.5,3983366.5
2011,70,Finans- och Försäkringsbranschens,women,40-44,10249.5,6575243
2011,70,Finans- och Försäkringsbranschens,men,45-49,7285,4866754
2011,70,Finans- och Försäkringsbranschens,women,45-49,12103,7685550.5
2011,70,Finans- och Försäkringsbranschens,men,50-54,8964,5840410
2011,70,Finans- och Försäkringsbranschens,women,50-54,11022.5,7063160.5
2011,70,Finans- och Försäkringsbranschens,men,55-59,7341.5,4924344.5
2011,70,Finans- och Försäkringsbranschens,women,55-59,10563.5,6758456
2011,70,Finans- och Försäkringsbranschens,men,60+,9508.5,6136630
2011,70,Finans- och Försäkringsbranschens,women,60+,18313,11378106.5
2012,4,Handelsanställdas,men,-24,32024,15345740
2012,4,Handelsanställdas,women,-24,50337.5,23171353
2012,4,Handelsanställdas,men,25-29,93163,52748529.5
2012,4,Handelsanställdas,women,25-29,129067,71649355.5
2012,4,Handelsanställdas,men,30-34,110613.5,66976781
2012,4,Handelsanställdas,women,30-34,153977.5,87220549
2012,4,Handelsanställdas,men,35-39,90898,55309000.5
2012,4,Handelsanställdas,women,35-39,137838,80004833.5
2012,4,Handelsanställdas,men,40-44,78463.5,48455536
2012,4,Handelsanställdas,women,40-44,126126,74179742.5
2012,4,Handelsanställdas,men,45-49,77163,47407192
2012,4,Handelsanställdas,women,45-49,104917.5,62229410.5
2012,4,Handelsanställdas,men,50-54,58046.5,36234379.5
2012,4,Handelsanställdas,women,50-54,85307,49524517
2012,4,Handelsanställdas,men,55-59,51191.5,31629528.5
2012,4,Handelsanställdas,women,55-59,74092,42815664
2012,4,Handelsanställdas,men,60+,51445.5,31762070.5
2012,4,Handelsanställdas,women,60+,95491,56112893
2012,6,GS,men,-24,26006.5,12585347.5
2012,6,GS,women,-24,5008,2422737
2012,6,GS,men,25-29,43737,25636046.5
2012,6,GS,women,25-29,10350,6026638.5
2012,6,GS,men,30-34,42087.5,25834229
2012,6,GS,women,30-34,11491.5,7128882
2012,6,GS,men,35-39,41935,26498201.5
2012,6,GS,women,35-39,13672.5,8314146
2012,6,GS,men,40-44,48308.5,30671793
2012,6,GS,women,40-44,19385,11934830
2012,6,GS,men,45-49,65161.5,41397149
2012,6,GS,women,45-49,21037,13255329.5
2012,6,GS,men,50-54,60492,38060240
2012,6,GS,women,50-54,17473,10950545
2012,6,GS,men,55-59,68265.5,43932300
2012,6,GS,women,55-59,17654.5,11223527.5
2012,6,GS,men,60+,98222,63121741
2012,6,GS,women,60+,21362.5,13145686.5
2012,10,Livsmedelsarbetarnas,men,-24,11246,5441464
2012,10,Livsmedelsarbetarnas,women,-24,6272.5,2924215.5
2012,10,Livsmedelsarbetarnas,men,25-29,27998,16662297.5
2012,10,Livsmedelsarbetarnas,women,25-29,16359.5,9057703.5
2012,10,Livsmedelsarbetarnas,men,30-34,37480,23014395
2012,10,Livsmedelsarbetarnas,women,30-34,21942,12665104
2012,10,Livsmedelsarbetarnas,men,35-39,32235.5,20146283.5
2012,10,Livsmedelsarbetarnas,women,35-39,22723.5,13729278.5
2012,10,Livsmedelsarbetarnas,men,40-44,30173,18874441
2012,10,Livsmedelsarbetarnas,women,40-44,20929.5,12529252
2012,10,Livsmedelsarbetarnas,men,45-49,25888,16674925
2012,10,Livsmedelsarbetarnas,women,45-49,20310,12584060
2012,10,Livsmedelsarbetarnas,men,50-54,21432,13558815.5
2012,10,Livsmedelsarbetarnas,women,50-54,13624.5,8351937.5
2012,10,Livsmedelsarbetarnas,men,55-59,19098,12241619
2012,10,Livsmedelsarbetarnas,women,55-59,10598.5,6555294
2012,10,Livsmedelsarbetarnas,men,60+,21490.5,13475578.5
2012,10,Livsmedelsarbetarnas,women,60+,13635,8582578.5
2012,14,Unionens,men,-24,37540.5,17530157.5
2012,14,Unionens,women,-24,39978.5,18445160
2012,14,Unionens,men,25-29,114164.5,64399028.5
2012,14,Unionens,women,25-29,141018,79544537.5
2012,14,Unionens,men,30-34,145140.5,89295827.5
2012,14,Unionens,women,30-34,213299,128190206
2012,14,Unionens,men,35-39,182174,114890257.5
2012,14,Unionens,women,35-39,287234,177332544.5
2012,14,Unionens,men,40-44,206039.5,133717584.5
2012,14,Unionens,women,40-44,301925,189435185
2012,14,Unionens,men,45-49,246450,159399397
2012,14,Unionens,women,45-49,331819,208686938
2012,14,Unionens,men,50-54,220485.5,142135075
2012,14,Unionens,women,50-54,243450.5,153399978
2012,14,Unionens,men,55-59,235240,152777183.5
2012,14,Unionens,women,55-59,230877.5,145489576
2012,14,Unionens,men,60+,349675.5,227747216.5
2012,14,Unionens,women,60+,343054,216074483
2012,19,Transportarbetarnas,men,-24,28779,14896594.5
2012,19,Transportarbetarnas,women,-24,7204,3406017
2012,19,Transportarbetarnas,men,25-29,68672.5,40974418.5
2012,19,Transportarbetarnas,women,25-29,22384,12959494.5
2012,19,Transportarbetarnas,men,30-34,80561.5,48679088.5
2012,19,Transportarbetarnas,women,30-34,20096.5,11960535
2012,19,Transportarbetarnas,men,35-39,80169.5,49654637.5
2012,19,Transportarbetarnas,women,35-39,22601.5,13704729.5
2012,19,Transportarbetarnas,men,40-44,77933.5,48151891
2012,19,Transportarbetarnas,women,40-44,20875,13036036
2012,19,Transportarbetarnas,men,45-49,88157,55874204.5
2012,19,Transportarbetarnas,women,45-49,18814,11773569.5
2012,19,Transportarbetarnas,men,50-54,80657,49856337.5
2012,19,Transportarbetarnas,women,50-54,13529,8202924
2012,19,Transportarbetarnas,men,55-59,73539.5,46444353.5
2012,19,Transportarbetarnas,women,55-59,12151,7519788
2012,19,Transportarbetarnas,men,60+,77079,48443439.5
2012,19,Transportarbetarnas,women,60+,7183.5,4481118.5
2012,22,Hotell- och Restauranganställdas,men,-24,13343.5,6393566.5
2012,22,Hotell- och Restauranganställdas,women,-24,26419,12134390
2012,22,Hotell- och Restauranganställdas,men,25-29,53980,28932253
2012,22,Hotell- och Restauranganställdas,women,25-29,65081,33818395.5
2012,22,Hotell- och Restauranganställdas,men,30-34,94376,52436767.5
2012,22,Hotell- och Restauranganställdas,women,30-34,82520,44920717.5
2012,22,Hotell- och Restauranganställdas,men,35-39,70549,39486216
2012,22,Hotell- och Restauranganställdas,women,35-39,79925.5,43145319.5
2012,22,Hotell- och Restauranganställdas,men,40-44,54158.5,30350251.5
2012,22,Hotell- och Restauranganställdas,women,40-44,59708.5,33192081
2012,22,Hotell- och Restauranganställdas,men,45-49,50756,28573701
2012,22,Hotell- och Restauranganställdas,women,45-49,52807.5,28557698
2012,22,Hotell- och Restauranganställdas,men,50-54,39775,21438315.5
2012,22,Hotell- och Restauranganställdas,women,50-54,42538.5,23075079.5
2012,22,Hotell- och Restauranganställdas,men,55-59,22911,13150066
2012,22,Hotell- och Restauranganställdas,women,55-59,28688.5,15471477
2012,22,Hotell- och Restauranganställdas,men,60+,17943,10704787
2012,22,Hotell- och Restauranganställdas,women,60+,23538.5,13052148
2012,23,Säljarnas,men,-24,1084.5,513883.5
2012,23,Säljarnas,women,-24,439,259811
2012,23,Säljarnas,men,25-29,2429.5,1369816.5
2012,23,Säljarnas,women,25-29,1570,840422.5
2012,23,Säljarnas,men,30-34,4357.5,2678807
2012,23,Säljarnas,women,30-34,2507,1500870.5
2012,23,Säljarnas,men,35-39,2438,1484868.5
2012,23,Säljarnas,women,35-39,2264.5,1378553
2012,23,Säljarnas,men,40-44,5269.5,3291219.5
2012,23,Säljarnas,women,40-44,2930.5,1880108
2012,23,Säljarnas,men,45-49,9381,5681233
2012,23,Säljarnas,women,45-49,2703.5,1718431
2012,23,Säljarnas,men,50-54,9326.5,6183058
2012,23,Säljarnas,women,50-54,1861,1219267.5
2012,23,Säljarnas,men,55-59,8815.5,5512571.5
2012,23,Säljarnas,women,55-59,2121,1370367.5
2012,23,Säljarnas,men,60+,10846.5,6601671
2012,23,Säljarnas,women,60+,1762.5,1102725.5
2012,26,Elektrikernas,men,-24,10570,5202760.5
2012,26,Elektrikernas,women,-24,398.5,177969
2012,26,Elektrikernas,men,25-29,10300.5,6287863.5
2012,26,Elektrikernas,women,25-29,227,145400
2012,26,Elektrikernas,men,30-34,9797,6178008.5
2012,26,Elektrikernas,women,30-34,217.5,145892
2012,26,Elektrikernas,men,35-39,8462,5297779
2012,26,Elektrikernas,women,35-39,555,352427
2012,26,Elektrikernas,men,40-44,9038,5479878
2012,26,Elektrikernas,women,40-44,268.5,182580
2012,26,Elektrikernas,men,45-49,10336,6597735.5
2012,26,Elektrikernas,women,45-49,208,141440
2012,26,Elektrikernas,men,50-54,8212,5171123
2012,26,Elektrikernas,women,50-54,130.5,72901
2012,26,Elektrikernas,men,55-59,7208.5,4618011
2012,26,Elektrikernas,women,55-59,106.5,72420
2012,26,Elektrikernas,men,60+,12064.5,7547937.5
2012,26,Elektrikernas,women,60+,151,102680
2012,27,Ledarnas,men,-24,276,160176
2012,27,Ledarnas,women,-24,380.5,225368
2012,27,Ledarnas,men,25-29,3200,1928428
2012,27,Ledarnas,women,25-29,1871.5,1213494.5
2012,27,Ledarnas,men,30-34,9201,6127094
2012,27,Ledarnas,women,30-34,4323.5,2800809.5
2012,27,Ledarnas,men,35-39,13626.5,8983179
2012,27,Ledarnas,women,35-39,7236,4728940
2012,27,Ledarnas,men,40-44,22077.5,14692058.5
2012,27,Ledarnas,women,40-44,12864.5,8534567.5
2012,27,Ledarnas,men,45-49,33906.5,22295779
2012,27,Ledarnas,women,45-49,16183,10728836
2012,27,Ledarnas,men,50-54,38037.5,25217924
2012,27,Ledarnas,women,50-54,13276.5,8676961
2012,27,Ledarnas,men,55-59,39899,26722727.5
2012,27,Ledarnas,women,55-59,11464,7285031
2012,27,Ledarnas,men,60+,68941,45546321.5
2012,27,Ledarnas,women,60+,12412,8174770
2012,36,Byggnadsarbetarnas,men,-24,91858.5,49270790.5
2012,36,Byggnadsarbetarnas,women,-24,5915,3079875
2012,36,Byggnadsarbetarnas,men,25-29,115698.5,69350958.5
2012,36,Byggnadsarbetarnas,women,25-29,4914,2753093
2012,36,Byggnadsarbetarnas,men,30-34,95149,57315956
2012,36,Byggnadsarbetarnas,women,30-34,3399,2012131
2012,36,Byggnadsarbetarnas,men,35-39,84533.5,51581961
2012,36,Byggnadsarbetarnas,women,35-39,2434,1494716
2012,36,Byggnadsarbetarnas,men,40-44,99262,61302062.5
2012,36,Byggnadsarbetarnas,women,40-44,2464.5,1513193.5
2012,36,Byggnadsarbetarnas,men,45-49,116288,72708207
2012,36,Byggnadsarbetarnas,women,45-49,3622.5,2101957.5
2012,36,Byggnadsarbetarnas,men,50-54,99149.5,62665442
2012,36,Byggnadsarbetarnas,women,50-54,1177.5,714020
2012,36,Byggnadsarbetarnas,men,55-59,98622.5,63148937
2012,36,Byggnadsarbetarnas,women,55-59,1106,644235.5
2012,36,Byggnadsarbetarnas,men,60+,121780.5,78699687
2012,36,Byggnadsarbetarnas,women,60+,947.5,405240
2012,41,Sveriges arbetares,men,-24,1697,863415
2012,41,Sveriges arbetares,women,-24,906.5,382184
2012,41,Sveriges arbetares,men,25-29,3987.5,2148317.5
2012,41,Sveriges arbetares,women,25-29,4024,1920927
2012,41,Sveriges arbetares,men,30-34,7983,4534355.5
2012,41,Sveriges arbetares,women,30-34,6541,3663541.5
2012,41,Sveriges arbetares,men,35-39,6287.5,3752157.5
2012,41,Sveriges arbetares,women,35-39,4895.5,2820025
2012,41,Sveriges arbetares,men,40-44,7563.5,4568587.5
2012,41,Sveriges arbetares,women,40-44,4598,2422968.5
2012,41,Sveriges arbetares,men,45-49,10272.5,6457563.5
2012,41,Sveriges arbetares,women,45-49,4306.5,2509160.5
2012,41,Sveriges arbetares,men,50-54,8164.5,5111460.5
2012,41,Sveriges arbetares,women,50-54,4248.5,2560785
2012,41,Sveriges arbetares,men,55-59,10229.5,6274783
2012,41,Sveriges arbetares,women,55-59,4065.5,2458511
2012,41,Sveriges arbetares,men,60+,11936.5,7655940.5
2012,41,Sveriges arbetares,women,60+,3677,2180371
2012,44,Pappersindustriarbetarnas,men,-24,2698,1526924
2012,44,Pappersindustriarbetarnas,women,-24,849.5,472545
2012,44,Pappersindustriarbetarnas,men,25-29,7019,4415527.5
2012,44,Pappersindustriarbetarnas,women,25-29,2478.5,1542224
2012,44,Pappersindustriarbetarnas,men,30-34,3779.5,2385059
2012,44,Pappersindustriarbetarnas,women,30-34,2120.5,1288200
2012,44,Pappersindustriarbetarnas,men,35-39,3482.5,2325666.5
2012,44,Pappersindustriarbetarnas,women,35-39,2891,1806863.5
2012,44,Pappersindustriarbetarnas,men,40-44,5567,3573611
2012,44,Pappersindustriarbetarnas,women,40-44,2919.5,1886550.5
2012,44,Pappersindustriarbetarnas,men,45-49,7773,5165666
2012,44,Pappersindustriarbetarnas,women,45-49,3018,1899298
2012,44,Pappersindustriarbetarnas,men,50-54,7957,5160239.5
2012,44,Pappersindustriarbetarnas,women,50-54,2370.5,1550482.5
2012,44,Pappersindustriarbetarnas,men,55-59,8325,5487374.5
2012,44,Pappersindustriarbetarnas,women,55-59,2369.5,1474038.5
2012,44,Pappersindustriarbetarnas,men,60+,11883.5,7889089
2012,44,Pappersindustriarbetarnas,women,60+,3522.5,2268368.5
2012,47,Fastighets,men,-24,8931.5,4230954.5
2012,47,Fastighets,women,-24,6157.5,2745049
2012,47,Fastighets,men,25-29,24571,13643632
2012,47,Fastighets,women,25-29,26209,12999706.5
2012,47,Fastighets,men,30-34,32199,18284547.5
2012,47,Fastighets,women,30-34,35572.5,17925070.5
2012,47,Fastighets,men,35-39,30045,17036097.5
2012,47,Fastighets,women,35-39,40067,20845794.5
2012,47,Fastighets,men,40-44,33169.5,19329129.5
2012,47,Fastighets,women,40-44,44338,24321926
2012,47,Fastighets,men,45-49,31026.5,18271183.5
2012,47,Fastighets,women,45-49,33852.5,18789299
2012,47,Fastighets,men,50-54,32256.5,19087690.5
2012,47,Fastighets,women,50-54,27330,14928478.5
2012,47,Fastighets,men,55-59,28089,16851053
2012,47,Fastighets,women,55-59,19339,10309744
2012,47,Fastighets,men,60+,26521.5,16126043
2012,47,Fastighets,women,60+,14480,8006251.5
2012,51,Kommunalarbetarnas,men,-24,58384.5,25046877
2012,51,Kommunalarbetarnas,women,-24,98350,42783017
2012,51,Kommunalarbetarnas,men,25-29,134258,67915571.5
2012,51,Kommunalarbetarnas,women,25-29,299133.5,151433666.5
2012,51,Kommunalarbetarnas,men,30-34,138612.5,77148189
2012,51,Kommunalarbetarnas,women,30-34,353750,189092366.5
2012,51,Kommunalarbetarnas,men,35-39,132411.5,74488309
2012,51,Kommunalarbetarnas,women,35-39,361141.5,197645446.5
2012,51,Kommunalarbetarnas,men,40-44,145375.5,82619540
2012,51,Kommunalarbetarnas,women,40-44,365677,203045492.5
2012,51,Kommunalarbetarnas,men,45-49,165436,94689011.5
2012,51,Kommunalarbetarnas,women,45-49,387640.5,216281670.5
2012,51,Kommunalarbetarnas,men,50-54,150085.5,86821291.5
2012,51,Kommunalarbetarnas,women,50-54,298279.5,168292198.5
2012,51,Kommunalarbetarnas,men,55-59,136043.5,79743217
2012,51,Kommunalarbetarnas,women,55-59,222381,127013353
2012,51,Kommunalarbetarnas,men,60+,127453.5,76175609
2012,51,Kommunalarbetarnas,women,60+,205505,118029338
2012,52,Journalisternas,men,-24,343.5,147663.5
2012,52,Journalisternas,women,-24,433,195926
2012,52,Journalisternas,men,25-29,3633,2034786
2012,52,Journalisternas,women,25-29,5916.5,3277665
2012,52,Journalisternas,men,30-34,4014.5,2385048
2012,52,Journalisternas,women,30-34,7423,4347440.5
2012,52,Journalisternas,men,35-39,3142,1944601
2012,52,Journalisternas,women,35-39,7082,4503999.5
2012,52,Journalisternas,men,40-44,3458,2291146
2012,52,Journalisternas,women,40-44,6077.5,3899181.5
2012,52,Journalisternas,men,45-49,4099,2724463
2012,52,Journalisternas,women,45-49,5993.5,3664413
2012,52,Journalisternas,men,50-54,2488,1515914.5
2012,52,Journalisternas,women,50-54,3957,2541767
2012,52,Journalisternas,men,55-59,3989,2554349
2012,52,Journalisternas,women,55-59,2685.5,1723028
2012,52,Journalisternas,men,60+,6170.5,3986036.5
2012,52,Journalisternas,women,60+,4162.5,2634076.5
2012,53,Vision,men,-24,3751,1763673.5
2012,53,Vision,women,-24,4512,1992629.5
2012,53,Vision,men,25-29,8345.5,4290888
2012,53,Vision,women,25-29,17288.5,9291977.5
2012,53,Vision,men,30-34,10856,6492908.5
2012,53,Vision,women,30-34,22908.5,13399452.5
2012,53,Vision,men,35-39,13441.5,8358758.5
2012,53,Vision,women,35-39,29573.5,17751495
2012,53,Vision,men,40-44,14962,9098627
2012,53,Vision,women,40-44,41174,24991908
2012,53,Vision,men,45-49,21189,13418599
2012,53,Vision,women,45-49,51780.5,31480100.5
