year,unemployment_insurance_fund_id,unemployment_insurance_fund ,gender,age_range_year,days,amount_sek
1999,4,Handelsanställdas,men,-24,127860.5,56010224.5
1999,4,Handelsanställdas,women,-24,256283.5,100965167.5
1999,4,Handelsanställdas,men,25-29,286745.5,144031805.5
1999,4,Handelsanställdas,women,25-29,651367.5,308217261.5
1999,4,Handelsanställdas,men,30-34,254886,133344921.5
1999,4,Handelsanställdas,women,30-34,551414,272236707
1999,4,Handelsanställdas,men,35-39,201652.5,106341328.5
1999,4,Handelsanställdas,women,35-39,359992,176438413.5
1999,4,Handelsanställdas,men,40-44,158059.5,82824434.5
1999,4,Handelsanställdas,women,40-44,244112.5,117025969
1999,4,Handelsanställdas,men,45-49,130917,69532202.5
1999,4,Handelsanställdas,women,45-49,215265.5,102368885
1999,4,Handelsanställdas,men,50-54,110718,59254532.5
1999,4,Handelsanställdas,women,50-54,270059.5,127961016.5
1999,4,Handelsanställdas,men,55-59,99108.5,53178942.5
1999,4,Handelsanställdas,women,55-59,329814,152641040.5
1999,4,Handelsanställdas,men,60+,99670.5,53550063.5
1999,4,Handelsanställdas,women,60+,415142,182530673.5
1999,6,GS,men,-24,91832,44324144
1999,6,GS,women,-24,23771,11023102.5
1999,6,GS,men,25-29,213017,114357834
1999,6,GS,women,25-29,72383,37519461
1999,6,GS,men,30-34,235747.5,128891923.5
1999,6,GS,women,30-34,101844.5,53341601.5
1999,6,GS,men,35-39,222645.5,121308856.5
1999,6,GS,women,35-39,85809,44564683.5
1999,6,GS,men,40-44,201420,109243834.5
1999,6,GS,women,40-44,68582.5,35635750.5
1999,6,GS,men,45-49,201010.5,109851570.5
1999,6,GS,women,45-49,57738,30117316.5
1999,6,GS,men,50-54,221631,122711026
1999,6,GS,women,50-54,67096,34639780
1999,6,GS,men,55-59,204444,113347539.5
1999,6,GS,women,55-59,62841.5,31701574
1999,6,GS,men,60+,242209,130196162.5
1999,6,GS,women,60+,60597,29005437.5
1999,10,Livsmedelsarbetarnas,men,-24,72764,35576197
1999,10,Livsmedelsarbetarnas,women,-24,62288,28740344
1999,10,Livsmedelsarbetarnas,men,25-29,140692.5,75194789.5
1999,10,Livsmedelsarbetarnas,women,25-29,125613,64374380
1999,10,Livsmedelsarbetarnas,men,30-34,117972.5,64303069.5
1999,10,Livsmedelsarbetarnas,women,30-34,119873.5,61891665.5
1999,10,Livsmedelsarbetarnas,men,35-39,95374,51602182
1999,10,Livsmedelsarbetarnas,women,35-39,77957,39442049.5
1999,10,Livsmedelsarbetarnas,men,40-44,68733.5,37431001
1999,10,Livsmedelsarbetarnas,women,40-44,47783.5,23970824.5
1999,10,Livsmedelsarbetarnas,men,45-49,47196,25695086.5
1999,10,Livsmedelsarbetarnas,women,45-49,40591,20271321.5
1999,10,Livsmedelsarbetarnas,men,50-54,39375.5,21576237.5
1999,10,Livsmedelsarbetarnas,women,50-54,34642,17075031.5
1999,10,Livsmedelsarbetarnas,men,55-59,36264.5,19629396.5
1999,10,Livsmedelsarbetarnas,women,55-59,30998.5,15007071.5
1999,10,Livsmedelsarbetarnas,men,60+,54164.5,28998646.5
1999,10,Livsmedelsarbetarnas,women,60+,33789.5,15753537.5
1999,14,Unionens,men,-24,99590.5,42545609
1999,14,Unionens,women,-24,163285,67287359
1999,14,Unionens,men,25-29,267437,133674905.5
1999,14,Unionens,women,25-29,472696,229148313.5
1999,14,Unionens,men,30-34,296364.5,157163269
1999,14,Unionens,women,30-34,680192,351630143.5
1999,14,Unionens,men,35-39,305603.5,162520608.5
1999,14,Unionens,women,35-39,617907,321140946
1999,14,Unionens,men,40-44,295119,157886552.5
1999,14,Unionens,women,40-44,500728,258307778.5
1999,14,Unionens,men,45-49,327381.5,177935363
1999,14,Unionens,women,45-49,516960.5,266369911
1999,14,Unionens,men,50-54,447571.5,246798209.5
1999,14,Unionens,women,50-54,684365.5,356000092.5
1999,14,Unionens,men,55-59,541903.5,302060872.5
1999,14,Unionens,women,55-59,722093.5,372557244.5
1999,14,Unionens,men,60+,692619,384805906.5
1999,14,Unionens,women,60+,663665.5,329427301
1999,19,Transportarbetarnas,men,-24,80715.5,38208556
1999,19,Transportarbetarnas,women,-24,25291,11388962.5
1999,19,Transportarbetarnas,men,25-29,174827,94400761
1999,19,Transportarbetarnas,women,25-29,62840,32212515.5
1999,19,Transportarbetarnas,men,30-34,205343,114039579.5
1999,19,Transportarbetarnas,women,30-34,74276,39701487
1999,19,Transportarbetarnas,men,35-39,199913.5,110994307
1999,19,Transportarbetarnas,women,35-39,53818,28463021.5
1999,19,Transportarbetarnas,men,40-44,163294.5,91153909.5
1999,19,Transportarbetarnas,women,40-44,29182.5,15068166
1999,19,Transportarbetarnas,men,45-49,130429.9,72657843
1999,19,Transportarbetarnas,women,45-49,24514.5,12999233
1999,19,Transportarbetarnas,men,50-54,131814.5,73001313.5
1999,19,Transportarbetarnas,women,50-54,23615.5,12483716.5
1999,19,Transportarbetarnas,men,55-59,109407,60430421
1999,19,Transportarbetarnas,women,55-59,21827.5,11188722
1999,19,Transportarbetarnas,men,60+,99967.5,55165985
1999,19,Transportarbetarnas,women,60+,17055,8041971.5
1999,22,Hotell- och Restauranganställdas,men,-24,95423,40736052
1999,22,Hotell- och Restauranganställdas,women,-24,217940.5,87130370
1999,22,Hotell- och Restauranganställdas,men,25-29,205169.5,98856301
1999,22,Hotell- och Restauranganställdas,women,25-29,433092,205052083
1999,22,Hotell- och Restauranganställdas,men,30-34,197038.5,96112525.5
1999,22,Hotell- och Restauranganställdas,women,30-34,324560.5,159509391.5
1999,22,Hotell- och Restauranganställdas,men,35-39,150280,73534931
1999,22,Hotell- och Restauranganställdas,women,35-39,209037,101591389
1999,22,Hotell- och Restauranganställdas,men,40-44,102990,50863654.5
1999,22,Hotell- och Restauranganställdas,women,40-44,137602.5,66124277
1999,22,Hotell- och Restauranganställdas,men,45-49,66725.5,33206533.5
1999,22,Hotell- och Restauranganställdas,women,45-49,101171.5,48221868
1999,22,Hotell- och Restauranganställdas,men,50-54,48504.5,24472169.5
1999,22,Hotell- och Restauranganställdas,women,50-54,87131.5,41410781.5
1999,22,Hotell- och Restauranganställdas,men,55-59,29122.5,14538967.5
1999,22,Hotell- och Restauranganställdas,women,55-59,90494,43027330
1999,22,Hotell- och Restauranganställdas,men,60+,14888,7504287
1999,22,Hotell- och Restauranganställdas,women,60+,67645.5,30473315
1999,23,Säljarnas,men,-24,1621.5,737200
1999,23,Säljarnas,women,-24,985.5,438595
1999,23,Säljarnas,men,25-29,5647,2891462.5
1999,23,Säljarnas,women,25-29,3041,1401738
1999,23,Säljarnas,men,30-34,10169.5,5607428
1999,23,Säljarnas,women,30-34,4647,2350489
1999,23,Säljarnas,men,35-39,12631.5,6925550
1999,23,Säljarnas,women,35-39,4260.5,2264397.5
1999,23,Säljarnas,men,40-44,13677,7292291.5
1999,23,Säljarnas,women,40-44,4673,2424279.5
1999,23,Säljarnas,men,45-49,15048.5,7852469
1999,23,Säljarnas,women,45-49,3278,1773174.5
1999,23,Säljarnas,men,50-54,19950,10395357
1999,23,Säljarnas,women,50-54,4549.5,2305991
1999,23,Säljarnas,men,55-59,25894,13957307
1999,23,Säljarnas,women,55-59,4713,2505976.5
1999,23,Säljarnas,men,60+,22501,12128570.5
1999,23,Säljarnas,women,60+,3604,1934366.5
1999,26,Elektrikernas,men,-24,13361,5660869.5
1999,26,Elektrikernas,women,-24,276,114645.5
1999,26,Elektrikernas,men,25-29,27892,15041122.5
1999,26,Elektrikernas,women,25-29,583,253586
1999,26,Elektrikernas,men,30-34,30769,17237691
1999,26,Elektrikernas,women,30-34,770.5,400245.5
1999,26,Elektrikernas,men,35-39,22508,12650938.5
1999,26,Elektrikernas,women,35-39,642,322429.5
1999,26,Elektrikernas,men,40-44,16517.5,9276199
1999,26,Elektrikernas,women,40-44,320,182672
1999,26,Elektrikernas,men,45-49,20406.5,11504177.5
1999,26,Elektrikernas,women,45-49,855,436384
1999,26,Elektrikernas,men,50-54,19239,10544681
1999,26,Elektrikernas,women,50-54,268.5,123054.5
1999,26,Elektrikernas,men,55-59,17945,9866606.5
1999,26,Elektrikernas,women,55-59,474,188673
1999,26,Elektrikernas,men,60+,20689,11205687.5
1999,26,Elektrikernas,women,60+,0,0
1999,27,Ledarnas,men,-24,1628,661581.5
1999,27,Ledarnas,women,-24,497,199036
1999,27,Ledarnas,men,25-29,8519,4585725.5
1999,27,Ledarnas,women,25-29,3068,1660814.5
1999,27,Ledarnas,men,30-34,20194,11445661.5
1999,27,Ledarnas,women,30-34,8724.5,4910167.5
1999,27,Ledarnas,men,35-39,26822.5,15220208.5
1999,27,Ledarnas,women,35-39,13076,7305795
1999,27,Ledarnas,men,40-44,37205.5,21342555.5
1999,27,Ledarnas,women,40-44,10053.5,5620643
1999,27,Ledarnas,men,45-49,61438.5,35112224
1999,27,Ledarnas,women,45-49,8687.5,4891103
1999,27,Ledarnas,men,50-54,116155,66595482
1999,27,Ledarnas,women,50-54,10928,6008543.5
1999,27,Ledarnas,men,55-59,161292,91981970.5
1999,27,Ledarnas,women,55-59,13781,7733358.5
1999,27,Ledarnas,men,60+,253271,143335117
1999,27,Ledarnas,women,60+,16405.5,8783468
1999,36,Byggnadsarbetarnas,men,-24,285212.5,136671829
1999,36,Byggnadsarbetarnas,women,-24,4951.5,2287620
1999,36,Byggnadsarbetarnas,men,25-29,599515,333807961
1999,36,Byggnadsarbetarnas,women,25-29,14458,7605660.5
1999,36,Byggnadsarbetarnas,men,30-34,569208,324556490.5
1999,36,Byggnadsarbetarnas,women,30-34,12526,6606378
1999,36,Byggnadsarbetarnas,men,35-39,520960.5,298226882
1999,36,Byggnadsarbetarnas,women,35-39,9394.5,5023018.5
1999,36,Byggnadsarbetarnas,men,40-44,406913.5,232138927.5
1999,36,Byggnadsarbetarnas,women,40-44,6054,3187199
1999,36,Byggnadsarbetarnas,men,45-49,386802.5,221062617.5
1999,36,Byggnadsarbetarnas,women,45-49,5152,2643076
1999,36,Byggnadsarbetarnas,men,50-54,429605,245063907
1999,36,Byggnadsarbetarnas,women,50-54,4102.5,2064468.5
1999,36,Byggnadsarbetarnas,men,55-59,362900.5,205721766.5
1999,36,Byggnadsarbetarnas,women,55-59,2672,1271299
1999,36,Byggnadsarbetarnas,men,60+,243328.5,136760628.5
1999,36,Byggnadsarbetarnas,women,60+,946.5,400232
1999,41,Sveriges arbetares,men,-24,14257,6645227
1999,41,Sveriges arbetares,women,-24,9490,3735124.5
1999,41,Sveriges arbetares,men,25-29,33579,17178774
1999,41,Sveriges arbetares,women,25-29,25683.5,11694498.5
1999,41,Sveriges arbetares,men,30-34,50055,26491873.5
1999,41,Sveriges arbetares,women,30-34,31865.5,15410091
1999,41,Sveriges arbetares,men,35-39,50416.5,26936475.5
1999,41,Sveriges arbetares,women,35-39,31537.5,15345987.5
1999,41,Sveriges arbetares,men,40-44,45768.5,24736282
1999,41,Sveriges arbetares,women,40-44,24258,11876275
1999,41,Sveriges arbetares,men,45-49,50791,27662325
1999,41,Sveriges arbetares,women,45-49,18091,8803587
1999,41,Sveriges arbetares,men,50-54,40203.5,21874678.5
1999,41,Sveriges arbetares,women,50-54,11656.5,5559986.5
1999,41,Sveriges arbetares,men,55-59,32632.5,17675518
1999,41,Sveriges arbetares,women,55-59,6692.5,3031739
1999,41,Sveriges arbetares,men,60+,21654.5,11207790.5
1999,41,Sveriges arbetares,women,60+,4762,2219104
1999,44,Pappersindustriarbetarnas,men,-24,23648,10736055.5
1999,44,Pappersindustriarbetarnas,women,-24,7683.5,3406110.5
1999,44,Pappersindustriarbetarnas,men,25-29,32035.5,17410125.5
1999,44,Pappersindustriarbetarnas,women,25-29,14968.5,7977243
1999,44,Pappersindustriarbetarnas,men,30-34,31334.5,17618423.5
1999,44,Pappersindustriarbetarnas,women,30-34,22401,11954626.5
1999,44,Pappersindustriarbetarnas,men,35-39,26362.5,14838594
1999,44,Pappersindustriarbetarnas,women,35-39,12778,6722242.5
1999,44,Pappersindustriarbetarnas,men,40-44,23447.5,13221098
1999,44,Pappersindustriarbetarnas,women,40-44,8967.5,4762705
1999,44,Pappersindustriarbetarnas,men,45-49,23376.5,13140450
1999,44,Pappersindustriarbetarnas,women,45-49,7952.5,4133664
1999,44,Pappersindustriarbetarnas,men,50-54,22400,12599934
1999,44,Pappersindustriarbetarnas,women,50-54,8185.5,4006351.5
1999,44,Pappersindustriarbetarnas,men,55-59,16748.5,9348443
1999,44,Pappersindustriarbetarnas,women,55-59,5151,2479949.5
1999,44,Pappersindustriarbetarnas,men,60+,52243,29124228
1999,44,Pappersindustriarbetarnas,women,60+,11480,5576156.5
1999,47,Fastighets,men,-24,33881.5,14621193
1999,47,Fastighets,women,-24,44791,17664688
1999,47,Fastighets,men,25-29,81139,39651770.5
1999,47,Fastighets,women,25-29,116889.5,52343533.5
1999,47,Fastighets,men,30-34,100774.5,50346318.5
1999,47,Fastighets,women,30-34,133262.5,61230518
1999,47,Fastighets,men,35-39,97181.5,49269505.5
1999,47,Fastighets,women,35-39,102799,47157726
1999,47,Fastighets,men,40-44,72492.5,37412188.5
1999,47,Fastighets,women,40-44,71182.5,31930029.5
1999,47,Fastighets,men,45-49,68624.5,35427316.5
1999,47,Fastighets,women,45-49,53642,23799418
1999,47,Fastighets,men,50-54,54653.5,28883038.5
1999,47,Fastighets,women,50-54,47870,21151914.5
1999,47,Fastighets,men,55-59,44777.5,23299021
1999,47,Fastighets,women,55-59,40555.5,16905487.5
1999,47,Fastighets,men,60+,50250.5,25689465.5
1999,47,Fastighets,women,60+,39669,15772321
1999,51,Kommunalarbetarnas,men,-24,206804,83071438.5
1999,51,Kommunalarbetarnas,women,-24,658006.5,255726762
1999,51,Kommunalarbetarnas,men,25-29,553184,258695507
1999,51,Kommunalarbetarnas,women,25-29,1779968,827404221
1999,51,Kommunalarbetarnas,men,30-34,564775,273354172
1999,51,Kommunalarbetarnas,women,30-34,1653237,793354338
1999,51,Kommunalarbetarnas,men,35-39,538075.5,261182695.5
1999,51,Kommunalarbetarnas,women,35-39,1387754.5,661588705.5
1999,51,Kommunalarbetarnas,men,40-44,449763.5,219430901
1999,51,Kommunalarbetarnas,women,40-44,1063506.5,503929772.5
1999,51,Kommunalarbetarnas,men,45-49,354739.5,172860546.5
1999,51,Kommunalarbetarnas,women,45-49,834441,394084168.5
1999,51,Kommunalarbetarnas,men,50-54,263618,129845757
1999,51,Kommunalarbetarnas,women,50-54,674460,317843896.5
1999,51,Kommunalarbetarnas,men,55-59,199268,98590773.5
1999,51,Kommunalarbetarnas,women,55-59,505918,234827290.5
1999,51,Kommunalarbetarnas,men,60+,142190,61589593
1999,51,Kommunalarbetarnas,women,60+,790829,216405232
1999,52,Journalisternas,men,-24,1728,819696.5
1999,52,Journalisternas,women,-24,1810.5,828175.5
1999,52,Journalisternas,men,25-29,9839,5047749.5
1999,52,Journalisternas,women,25-29,13143.5,6753804.5
1999,52,Journalisternas,men,30-34,10628,5634764
1999,52,Journalisternas,women,30-34,15921,8691668
1999,52,Journalisternas,men,35-39,7572,4213632.5
1999,52,Journalisternas,women,35-39,12994.5,7183842.5
1999,52,Journalisternas,men,40-44,7133,4013026.5
1999,52,Journalisternas,women,40-44,9993,5458778.5
1999,52,Journalisternas,men,45-49,6445.5,3542361.5
1999,52,Journalisternas,women,45-49,6126,3283949
1999,52,Journalisternas,men,50-54,7853.5,4436691
1999,52,Journalisternas,women,50-54,6327,3360847.5
1999,52,Journalisternas,men,55-59,6958,3720512.5
1999,52,Journalisternas,women,55-59,5183,2812704.5
1999,52,Journalisternas,men,60+,4984,2765812
1999,52,Journalisternas,women,60+,4885.5,2539398.5
1999,53,Vision,men,-24,15227.5,5923653.5
1999,53,Vision,women,-24,27255.5,10350222
1999,53,Vision,men,25-29,47229,21432598
1999,53,Vision,women,25-29,130598.5,59607358.5
1999,53,Vision,men,30-34,62293,30523113
1999,53,Vision,women,30-34,164603,79304040.5
1999,53,Vision,men,35-39,68336,33913167.5
1999,53,Vision,women,35-39,178473.5,86511471
1999,53,Vision,men,40-44,66601.5,33851813
1999,53,Vision,women,40-44,159862.5,78094829
1999,53,Vision,men,45-49,72223.5,37080879.5
1999,53,Vision,women,45-49,157291,77255016
1999,53,Vision,men,50-54,66930.5,34941337
1999,53,Vision,women,50-54,167238.5,81740654.5
1999,53,Vision,men,55-59,59642,32001904.5
1999,53,Vision,women,55-59,146310,70755486.5
1999,53,Vision,men,60+,39865.5,20266711.5
1999,53,Vision,women,60+,153500.5,55995635
1999,55,Akademikernas,men,-24,6183,2562910.5
1999,55,Akademikernas,women,-24,12148,4490062.5
1999,55,Akademikernas,men,25-29,68477,32689189.5
1999,55,Akademikernas,women,25-29,146276,69361321
1999,55,Akademikernas,men,30-34,122304,65225539.5
1999,55,Akademikernas,women,30-34,200149.5,106290890.5
1999,55,Akademikernas,men,35-39,115216.5,63050862.5
1999,55,Akademikernas,women,35-39,179072.5,96183268.5
1999,55,Akademikernas,men,40-44,125962.5,69233211.5
1999,55,Akademikernas,women,40-44,147814.5,79626029
1999,55,Akademikernas,men,45-49,116606,64742952.5
1999,55,Akademikernas,women,45-49,120452.5,65027456.5
1999,55,Akademikernas,men,50-54,129942.5,72300375.5
1999,55,Akademikernas,women,50-54,111985.5,61220864
1999,55,Akademikernas,men,55-59,140437.5,79630966.5
1999,55,Akademikernas,women,55-59,95747,52213631.5
1999,55,Akademikernas,men,60+,96731.5,54402747
1999,55,Akademikernas,women,60+,52743,28034249.5
1999,56,Småföretagarnas,men,-24,6490.5,2057584.5
1999,56,Småföretagarnas,women,-24,4702,1522667
1999,56,Småföretagarnas,men,25-29,34840.5,13272463.5
1999,56,Småföretagarnas,women,25-29,22850.5,8767550.5
1999,56,Småföretagarnas,men,30-34,69466,29595156
1999,56,Småföretagarnas,women,30-34,42035,16571084.5
1999,56,Småföretagarnas,men,35-39,94156,40274155.5
1999,56,Småföretagarnas,women,35-39,46112.5,19141759.5
1999,56,Småföretagarnas,men,40-44,86730,38139753.5
1999,56,Småföretagarnas,women,40-44,46076,19706888.5
1999,56,Småföretagarnas,men,45-49,93356.5,42928003.5
1999,56,Småföretagarnas,women,45-49,47064,19933175.5
1999,56,Småföretagarnas,men,50-54,113310.5,54655954
1999,56,Småföretagarnas,women,50-54,65856.5,29001640
1999,56,Småföretagarnas,men,55-59,138353.5,68711401.5
1999,56,Småföretagarnas,women,55-59,81500.5,36389237.5
1999,56,Småföretagarnas,men,60+,169062,83321017.5
1999,56,Småföretagarnas,women,60+,79970,33443581.5
1999,62,Sekos,men,-24,80350,36546246
1999,62,Sekos,women,-24,43231,17801491.5
1999,62,Sekos,men,25-29,136020.5,70925298
1999,62,Sekos,women,25-29,103204,49259532
1999,62,Sekos,men,30-34,172313.5,94183801
1999,62,Sekos,women,30-34,152321,78149972.5
1999,62,Sekos,men,35-39,167740.5,93091620
1999,62,Sekos,women,35-39,134968,69796870
1999,62,Sekos,men,40-44,163015,91266941
1999,62,Sekos,women,40-44,102998,53543547.5
1999,62,Sekos,men,45-49,146867,82220019.5
1999,62,Sekos,women,45-49,81973.5,41648368.5
1999,62,Sekos,men,50-54,161161,90659804
1999,62,Sekos,women,50-54,82754,42028180
1999,62,Sekos,men,55-59,187005.5,105497279
1999,62,Sekos,women,55-59,81140,38600861
1999,62,Sekos,men,60+,116412.5,60737716.5
1999,62,Sekos,women,60+,58237.5,24165074.5
1999,65,STs,men,-24,10696.5,4517792.5
1999,65,STs,women,-24,13125.5,5515846.5
1999,65,STs,men,25-29,34970.5,17194057
1999,65,STs,women,25-29,86199.5,41573653
1999,65,STs,men,30-34,44876.5,23777075
1999,65,STs,women,30-34,142210.5,73039200
1999,65,STs,men,35-39,47414.5,24991384
1999,65,STs,women,35-39,135877.5,70454878.5
1999,65,STs,men,40-44,57018,30796044
1999,65,STs,women,40-44,145614.5,75693417.5
1999,65,STs,men,45-49,56739,30817463
1999,65,STs,women,45-49,154569.5,80865547.5
1999,65,STs,men,50-54,60336.5,33164382.5
1999,65,STs,women,50-54,177495,91636612.5
1999,65,STs,men,55-59,76598.5,43092390.5
1999,65,STs,women,55-59,178802.5,93523364
1999,65,STs,men,60+,49613.5,27639410
1999,65,STs,women,60+,164527.5,78376663.7
1999,67,IF Metalls,men,-24,470142.5,227633661
1999,67,IF Metalls,women,-24,131825.5,62769867
1999,67,IF Metalls,men,25-29,863396,466466228.5
1999,67,IF Metalls,women,25-29,320359,166747812
1999,67,IF Metalls,men,30-34,927251,515937812.5
1999,67,IF Metalls,women,30-34,473083,250298735
1999,67,IF Metalls,men,35-39,783131,436133308
1999,67,IF Metalls,women,35-39,361749,189182334.5
1999,67,IF Metalls,men,40-44,630517.5,350672825
1999,67,IF Metalls,women,40-44,246504.5,127602933
1999,67,IF Metalls,men,45-49,514010,287092163.5
1999,67,IF Metalls,women,45-49,216255.5,110699188
1999,67,IF Metalls,men,50-54,475084.5,265235382
1999,67,IF Metalls,women,50-54,209795.5,105339861.5
1999,67,IF Metalls,men,55-59,407859,226590674
1999,67,IF Metalls,women,55-59,167867,83007049.5
1999,67,IF Metalls,men,60+,646432,352347341
1999,67,IF Metalls,women,60+,203277,97384011
1999,68,Lärarnas,men,-24,6690.5,2479381
1999,68,Lärarnas,women,-24,23826,8889134
1999,68,Lärarnas,men,25-29,27415.5,12815590.5
1999,68,Lärarnas,women,25-29,141493,65441488.5
1999,68,Lärarnas,men,30-34,34233.5,17333799.5
1999,68,Lärarnas,women,30-34,156876.5,77127187
1999,68,Lärarnas,men,35-39,39197,20075700.5
1999,68,Lärarnas,women,35-39,117681,58404064.5
1999,68,Lärarnas,men,40-44,39143.5,20770672.5
1999,68,Lärarnas,women,40-44,113207,56362558
1999,68,Lärarnas,men,45-49,47820,25536823.5
1999,68,Lärarnas,women,45-49,108356.5,54719721.5
1999,68,Lärarnas,men,50-54,46497.5,25144744
1999,68,Lärarnas,women,50-54,94420,47935708
1999,68,Lärarnas,men,55-59,42144,23124103
1999,68,Lärarnas,women,55-59,72979,37444090.5
1999,68,Lärarnas,men,60+,37537.5,20636180
1999,68,Lärarnas,women,60+,54432,25407058.5
1999,69,Alfa,men,-24,803058.5,190197254.5
1999,69,Alfa,women,-24,636825.5,147517795
1999,69,Alfa,men,25-29,410169,97775555
1999,69,Alfa,women,25-29,370039,87016865.5
1999,69,Alfa,men,30-34,210607.5,51101509
1999,69,Alfa,women,30-34,185331.5,43542028
1999,69,Alfa,men,35-39,185196.5,45507261.5
1999,69,Alfa,women,35-39,157243,36470684.5
1999,69,Alfa,men,40-44,170281,41440627
1999,69,Alfa,women,40-44,129960,30201215.5
1999,69,Alfa,men,45-49,149052,36332266
1999,69,Alfa,women,45-49,109586,25581022
1999,69,Alfa,men,50-54,132250,32468325
1999,69,Alfa,women,50-54,95363,21853072
1999,69,Alfa,men,55-59,119907,29260084
1999,69,Alfa,women,55-59,77886,17509170
1999,69,Alfa,men,60+,76416.5,18123366
1999,69,Alfa,women,60+,73868.5,15419503
1999,70,Finans- och Försäkringsbranschens,men,-24,2317,935994
1999,70,Finans- och Försäkringsbranschens,women,-24,4486.5,1810763
1999,70,Finans- och Försäkringsbranschens,men,25-29,4033,1982730
1999,70,Finans- och Försäkringsbranschens,women,25-29,10151,4767870
1999,70,Finans- och Försäkringsbranschens,men,30-34,5075,2628376.5
1999,70,Finans- och Försäkringsbranschens,women,30-34,14505.5,7231328
1999,70,Finans- och Försäkringsbranschens,men,35-39,5679.5,3152486.5
1999,70,Finans- och Försäkringsbranschens,women,35-39,11960.5,6085498
1999,70,Finans- och Försäkringsbranschens,men,40-44,4917.5,2729813.5
1999,70,Finans- och Försäkringsbranschens,women,40-44,10233.5,5396616
1999,70,Finans- och Försäkringsbranschens,men,45-49,7102,3962031.5
1999,70,Finans- och Försäkringsbranschens,women,45-49,13127,6590723.5
1999,70,Finans- och Försäkringsbranschens,men,50-54,11160,6176449.5
1999,70,Finans- och Försäkringsbranschens,women,50-54,21416.5,10978809.5
1999,70,Finans- och Försäkringsbranschens,men,55-59,10128.5,5592080.5
1999,70,Finans- och Försäkringsbranschens,women,55-59,30918,15537854.5
1999,70,Finans- och Försäkringsbranschens,men,60+,4416,2361205
1999,70,Finans- och Försäkringsbranschens,women,60+,11032,5722893
2000,4,Handelsanställdas,men,-24,106707.5,47947329
2000,4,Handelsanställdas,women,-24,206738.5,83540316
2000,4,Handelsanställdas,men,25-29,243643.5,123729646.5
2000,4,Handelsanställdas,women,25-29,542542,260184644.5
2000,4,Handelsanställdas,men,30-34,218323,115903792.5
2000,4,Handelsanställdas,women,30-34,491299.5,249226190.5
2000,4,Handelsanställdas,men,35-39,192070,102674161
2000,4,Handelsanställdas,women,35-39,356555.5,179085972
2000,4,Handelsanställdas,men,40-44,135952.5,72001194
2000,4,Handelsanställdas,women,40-44,218676,107932316
2000,4,Handelsanställdas,men,45-49,119651,63554039.5
2000,4,Handelsanställdas,women,45-49,186145,90383327.5
2000,4,Handelsanställdas,men,50-54,100499.5,54283270.5
2000,4,Handelsanställdas,women,50-54,219536,106976090.5
2000,4,Handelsanställdas,men,55-59,102456.5,54950450
2000,4,Handelsanställdas,women,55-59,283785.5,135793132
2000,4,Handelsanställdas,men,60+,109259,58824244.5
2000,4,Handelsanställdas,women,60+,431144,196309616.5
2000,6,GS,men,-24,68094,33159298.5
2000,6,GS,women,-24,17282,7998522.5
2000,6,GS,men,25-29,150735,82121874.5
2000,6,GS,women,25-29,53579,27975925
2000,6,GS,men,30-34,181699.5,100861404.5
2000,6,GS,women,30-34,85656.5,45994226
2000,6,GS,men,35-39,180149.5,99288846.5
2000,6,GS,women,35-39,76059.5,40489273.5
2000,6,GS,men,40-44,160777.5,87861810.5
2000,6,GS,women,40-44,60031,31910675.5
2000,6,GS,men,45-49,155054.5,85437205
2000,6,GS,women,45-49,45387.5,24014386.5
2000,6,GS,men,50-54,182577.5,101542943.5
2000,6,GS,women,50-54,55469.5,28951024
2000,6,GS,men,55-59,188617,105712108.5
2000,6,GS,women,55-59,55153.5,28525899.5
2000,6,GS,men,60+,267406,146707124
2000,6,GS,women,60+,68592,33947361.5
2000,10,Livsmedelsarbetarnas,men,-24,62707,31192270.5
2000,10,Livsmedelsarbetarnas,women,-24,49926,23800882
2000,10,Livsmedelsarbetarnas,men,25-29,111358.5,60317805.5
2000,10,Livsmedelsarbetarnas,women,25-29,100870,52748416.5
2000,10,Livsmedelsarbetarnas,men,30-34,98531,54138086
2000,10,Livsmedelsarbetarnas,women,30-34,108565.5,57620396
2000,10,Livsmedelsarbetarnas,men,35-39,81290.5,44394782
2000,10,Livsmedelsarbetarnas,women,35-39,73916,38816153
2000,10,Livsmedelsarbetarnas,men,40-44,60089.5,33521405.5
2000,10,Livsmedelsarbetarnas,women,40-44,47184.5,24369280
2000,10,Livsmedelsarbetarnas,men,45-49,42594,23557754.5
2000,10,Livsmedelsarbetarnas,women,45-49,35814.5,18710879
2000,10,Livsmedelsarbetarnas,men,50-54,37420.5,20713701
2000,10,Livsmedelsarbetarnas,women,50-54,30458,15520737.5
2000,10,Livsmedelsarbetarnas,men,55-59,33706.5,18710156
2000,10,Livsmedelsarbetarnas,women,55-59,32005.5,16096552.5
2000,10,Livsmedelsarbetarnas,men,60+,59206.5,32712096.5
2000,10,Livsmedelsarbetarnas,women,60+,36943.5,17735895
2000,14,Unionens,men,-24,94435.5,42768093.5
2000,14,Unionens,women,-24,138147,58457539.5
2000,14,Unionens,men,25-29,252644.5,129698318.5
2000,14,Unionens,women,25-29,414732,204434482.5
2000,14,Unionens,men,30-34,278887,149138074
2000,14,Unionens,women,30-34,576930,302811127.5
2000,14,Unionens,men,35-39,282372.5,152645932.5
